country,indicatorType,indicator,unit,year,value
algeria,oil indicators,Fiscal breakeven oil price,$/bl,2012,122.8473482
algeria,oil indicators,External breakeven oil price,$/bl,2012,77.02625206
algeria,oil indicators,Oil Imports,kbl,2012,100
algeria,oil indicators,Oil exports,kbl,2012,1249
algeria,oil indicators,Oil rents (% of GDP),%,2012,18.8
algeria,oil indicators,Oil production,kbl/day,2011,1608
algeria,oil indicators,Oil reserves,Gbl,2011,12
algeria,oil indicators,Oil reserve to production ratio,years,2011,20.44571662
algeria,oil indicators,Fiscal breakeven oil price,$/bl,2011,108.3598818
algeria,oil indicators,External breakeven oil price,$/bl,2011,68.06031264
algeria,oil indicators,Oil Imports,kbl,2011,47
algeria,oil indicators,Oil exports,kbl,2011,1324
algeria,oil indicators,Oil rents (% of GDP),%,2011,20.4
algeria,oil indicators,Oil production,kbl/day,2010,1657
algeria,oil indicators,Oil reserves,Gbl,2010,12
algeria,oil indicators,Oil reserve to production ratio,years,2010,19.84110581
algeria,oil indicators,Fiscal breakeven oil price,$/bl,2010,83.76403336
algeria,oil indicators,External breakeven oil price,$/bl,2010,58.87747905
algeria,oil indicators,Oil Imports,kbl,2010,25
algeria,oil indicators,Oil exports,kbl,2010,1351
algeria,oil indicators,Oil rents (% of GDP),%,2010,17.7
algeria,gas indicators,Gas production,bcm,2017,
algeria,gas indicators,Gas reserves,bcm,2017,4503.907737
algeria,gas indicators,Gas reserve to production ratio,years,2017,
algeria,gas indicators,Gas Imports,bcm,2017,
algeria,gas indicators,Gas Imports as LNG,bcm,2017,
algeria,gas indicators,Gas exports,bcm,2017,
algeria,gas indicators,Gas exports as LNG,bcm,2017,
algeria,gas indicators,Gas production,bcm,2016,
algeria,gas indicators,Gas reserves,bcm,2016,4503.907737
algeria,gas indicators,Gas reserve to production ratio,years,2016,
algeria,gas indicators,Gas Imports,bcm,2016,
algeria,gas indicators,Gas Imports as LNG,bcm,2016,
algeria,gas indicators,Gas exports,bcm,2016,
algeria,gas indicators,Gas exports as LNG,bcm,2016,
algeria,gas indicators,Gas production,bcm,2015,82.308
algeria,gas indicators,Gas reserves,bcm,2015,4503.907737
algeria,gas indicators,Gas reserve to production ratio,years,2015,54.72016981
algeria,gas indicators,Gas Imports,bcm,2015,0
algeria,gas indicators,Gas Imports as LNG,bcm,2015,0
algeria,gas indicators,Gas exports,bcm,2015,45951
algeria,gas indicators,Gas exports as LNG,bcm,2015,16608
algeria,gas indicators,Gas production,bcm,2014,82.556
algeria,gas indicators,Gas reserves,bcm,2014,4505.210312
algeria,gas indicators,Gas reserve to production ratio,years,2014,54.57156732
algeria,gas indicators,Gas Imports,bcm,2014,0
algeria,gas indicators,Gas Imports as LNG,bcm,2014,0
algeria,gas indicators,Gas exports,bcm,2014,47026
algeria,gas indicators,Gas exports as LNG,bcm,2014,17938
algeria,gas indicators,Gas production,bcm,2013,81.019
algeria,gas indicators,Gas reserves,bcm,2013,4503.794469
algeria,gas indicators,Gas reserve to production ratio,years,2013,55.58936138
algeria,gas indicators,Gas Imports,bcm,2013,0
algeria,gas indicators,Gas Imports as LNG,bcm,2013,0
algeria,gas indicators,Gas exports,bcm,2013,50367
algeria,gas indicators,Gas exports as LNG,bcm,2013,16070
algeria,gas indicators,Gas production,bcm,2012,85.28
algeria,gas indicators,Gas reserves,bcm,2012,4502.378627
algeria,gas indicators,Gas reserve to production ratio,years,2012,52.79524657
algeria,gas indicators,Gas Imports,bcm,2012,0
algeria,gas indicators,Gas Imports as LNG,bcm,2012,0
algeria,gas indicators,Gas exports,bcm,2012,53129
algeria,gas indicators,Gas exports as LNG,bcm,2012,15152
algeria,gas indicators,Gas production,bcm,2011,81.83
algeria,gas indicators,Gas reserves,bcm,2011,4502.378627
algeria,gas indicators,Gas reserve to production ratio,years,2011,55.02112461
algeria,gas indicators,Gas Imports,bcm,2011,0
algeria,gas indicators,Gas Imports as LNG,bcm,2011,0
algeria,gas indicators,Gas exports,bcm,2011,52374
algeria,gas indicators,Gas exports as LNG,bcm,2011,16154
algeria,gas indicators,Gas production,bcm,2010,84.62
algeria,gas indicators,Gas reserves,bcm,2010,4502.378627
algeria,gas indicators,Gas reserve to production ratio,years,2010,53.20702703
algeria,gas indicators,Gas Imports,bcm,2010,0
algeria,gas indicators,Gas Imports as LNG,bcm,2010,0
algeria,gas indicators,Gas exports,bcm,2010,57400
algeria,gas indicators,Gas exports as LNG,bcm,2010,18881
algeria,electricity indicators,Access to Electricity,%,2017,
algeria,electricity indicators,Total installed generation capacity,MW,2017,
algeria,electricity indicators,Total generated electricity,GWh,2017,
algeria,electricity indicators,Electricty imports,GWh,2017,
algeria,electricity indicators,Electricity exports,GWh,2017,
algeria,electricity indicators,Losses,GWh,2017,
algeria,electricity indicators,Final electricity consumption,GWh,2017,
algeria,electricity indicators,Electricity consumption per capita,kWh,2017,
algeria,electricity indicators,Cost of electricity,$/kWh,2017,
algeria,electricity indicators,Electricity price,$/kWh,2017,
algeria,electricity indicators,Electricity Generation - Crude Oil and Oil Products,%,2017,
algeria,electricity indicators,Electricity Generation - Natural Gas,%,2017,
algeria,electricity indicators,Electricity Generation - Coal,%,2017,
algeria,electricity indicators,Electricity Generation - Nuclear,%,2017,
algeria,electricity indicators,Electricity Generation - Renewables,%,2017,
algeria,electricity indicators,Electricity Generation - Solar,%,2017,
algeria,electricity indicators,Electricity Generation - Wind,%,2017,
algeria,electricity indicators,Electricity Generation - Hydropower,%,2017,
algeria,electricity indicators,Electricity Generation - Other,%,2017,
algeria,electricity indicators,Access to Electricity,%,2016,
algeria,electricity indicators,Total installed generation capacity,MW,2016,
algeria,electricity indicators,Total generated electricity,GWh,2016,
algeria,electricity indicators,Electricty imports,GWh,2016,
algeria,electricity indicators,Electricity exports,GWh,2016,
algeria,electricity indicators,Losses,GWh,2016,
algeria,electricity indicators,Final electricity consumption,GWh,2016,
algeria,electricity indicators,Electricity consumption per capita,kWh,2016,
algeria,electricity indicators,Cost of electricity,$/kWh,2016,0.1184
algeria,electricity indicators,Electricity price,$/kWh,2016,0.03964
algeria,electricity indicators,Electricity Generation - Crude Oil and Oil Products,%,2016,
algeria,electricity indicators,Electricity Generation - Natural Gas,%,2016,
algeria,electricity indicators,Electricity Generation - Coal,%,2016,
algeria,electricity indicators,Electricity Generation - Nuclear,%,2016,
algeria,electricity indicators,Electricity Generation - Renewables,%,2016,
algeria,electricity indicators,Electricity Generation - Solar,%,2016,
algeria,electricity indicators,Electricity Generation - Wind,%,2016,
algeria,electricity indicators,Electricity Generation - Hydropower,%,2016,
algeria,electricity indicators,Electricity Generation - Other,%,2016,
algeria,electricity indicators,Access to Electricity,%,2015,
algeria,electricity indicators,Total installed generation capacity,MW,2015,
algeria,electricity indicators,Total generated electricity,GWh,2015,
algeria,electricity indicators,Electricty imports,GWh,2015,
algeria,electricity indicators,Electricity exports,GWh,2015,
algeria,electricity indicators,Losses,GWh,2015,
algeria,electricity indicators,Final electricity consumption,GWh,2015,
algeria,electricity indicators,Electricity consumption per capita,kWh,2015,
algeria,electricity indicators,Cost of electricity,$/kWh,2015,0.1563
algeria,electricity indicators,Electricity price,$/kWh,2015,0.03229
algeria,electricity indicators,Electricity Generation - Crude Oil and Oil Products,%,2015,
algeria,electricity indicators,Electricity Generation - Natural Gas,%,2015,
algeria,electricity indicators,Electricity Generation - Coal,%,2015,
algeria,electricity indicators,Electricity Generation - Nuclear,%,2015,
algeria,electricity indicators,Electricity Generation - Renewables,%,2015,
algeria,electricity indicators,Electricity Generation - Solar,%,2015,
algeria,electricity indicators,Electricity Generation - Wind,%,2015,
algeria,electricity indicators,Electricity Generation - Hydropower,%,2015,
algeria,electricity indicators,Electricity Generation - Other,%,2015,
algeria,electricity indicators,Access to Electricity,%,2014,100
algeria,electricity indicators,Total installed generation capacity,MW,2014,16109
algeria,electricity indicators,Total generated electricity,GWh,2014,64242
algeria,electricity indicators,Electricty imports,GWh,2014,686
algeria,electricity indicators,Electricity exports,GWh,2014,877
algeria,electricity indicators,Losses,GWh,2014,11003
algeria,electricity indicators,Final electricity consumption,GWh,2014,45751
algeria,electricity indicators,Electricity consumption per capita,kWh,2014,1175.211919
algeria,electricity indicators,Cost of electricity,$/kWh,2014,0.1984
algeria,electricity indicators,Electricity price,$/kWh,2014,0.04014
algeria,electricity indicators,Electricity Generation - Crude Oil and Oil Products,%,2014,1.810342144
algeria,electricity indicators,Electricity Generation - Natural Gas,%,2014,97.79427789
algeria,electricity indicators,Electricity Generation - Coal,%,2014,0
algeria,electricity indicators,Electricity Generation - Nuclear,%,2014,0
algeria,electricity indicators,Electricity Generation - Renewables,%,2014,0.395379969
algeria,electricity indicators,Electricity Generation - Solar,%,2014,0
algeria,electricity indicators,Electricity Generation - Wind,%,2014,0
algeria,electricity indicators,Electricity Generation - Hydropower,%,2014,0.395379969
algeria,electricity indicators,Electricity Generation - Other,%,2014,0
algeria,electricity indicators,Access to Electricity,%,2013,100
algeria,electricity indicators,Total installed generation capacity,MW,2013,
algeria,electricity indicators,Total generated electricity,GWh,2013,59890
algeria,electricity indicators,Electricty imports,GWh,2013,295
algeria,electricity indicators,Electricity exports,GWh,2013,384
algeria,electricity indicators,Losses,GWh,2013,11023
algeria,electricity indicators,Final electricity consumption,GWh,2013,43158
algeria,electricity indicators,Electricity consumption per capita,kWh,2013,1130.08641
algeria,electricity indicators,Cost of electricity,$/kWh,2013,0.2157
algeria,electricity indicators,Electricity price,$/kWh,2013,0.04012
algeria,electricity indicators,Electricity Generation - Crude Oil and Oil Products,%,2013,6.627149775
algeria,electricity indicators,Electricity Generation - Natural Gas,%,2013,92.82184004
algeria,electricity indicators,Electricity Generation - Coal,%,2013,0
algeria,electricity indicators,Electricity Generation - Nuclear,%,2013,0
algeria,electricity indicators,Electricity Generation - Renewables,%,2013,0.551010185
algeria,electricity indicators,Electricity Generation - Solar,%,2013,0
algeria,electricity indicators,Electricity Generation - Wind,%,2013,0
algeria,electricity indicators,Electricity Generation - Hydropower,%,2013,0.551010185
algeria,electricity indicators,Electricity Generation - Other,%,2013,0
algeria,electricity indicators,Access to Electricity,%,2012,100
algeria,electricity indicators,Total installed generation capacity,MW,2012,
algeria,electricity indicators,Total generated electricity,GWh,2012,57397
algeria,electricity indicators,Electricty imports,GWh,2012,936
algeria,electricity indicators,Electricity exports,GWh,2012,985
algeria,electricity indicators,Losses,GWh,2012,11068
algeria,electricity indicators,Final electricity consumption,GWh,2012,40777
algeria,electricity indicators,Electricity consumption per capita,kWh,2012,1089.129274
algeria,electricity indicators,Cost of electricity,$/kWh,2012,0.2016
algeria,electricity indicators,Electricity price,$/kWh,2012,0.03868
algeria,electricity indicators,Electricity Generation - Crude Oil and Oil Products,%,2012,6.493370734
algeria,electricity indicators,Electricity Generation - Natural Gas,%,2012,92.42294893
algeria,electricity indicators,Electricity Generation - Coal,%,2012,0
algeria,electricity indicators,Electricity Generation - Nuclear,%,2012,0
algeria,electricity indicators,Electricity Generation - Renewables,%,2012,1.083680332
algeria,electricity indicators,Electricity Generation - Solar,%,2012,0
algeria,electricity indicators,Electricity Generation - Wind,%,2012,0
algeria,electricity indicators,Electricity Generation - Hydropower,%,2012,1.083680332
algeria,electricity indicators,Electricity Generation - Other,%,2012,0
